id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID032089,12.95822,77.6686,"Old Airport Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",FKN00GL29301,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-30 22:38:46+00,,2024-03-30 22:40:31.764921+00,FKDEV00890,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,2024-04-18 02:15:21.436104+00,,,,
FKID291527,12.9997321,77.674792,"Outer Ring Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL86017,CAR,,"[""WRONG PARKING""]",[112],2024-03-12 19:31:46+00,,2024-03-13 01:21:38.644451+00,FKDEV00037,FKUSR00037,34.0,Banaswadi,True,No Junction,,2024-03-30 16:29:46.468395+00,FKN00GL86017,CAR,approved,2024-04-04 05:01:19.865+00
FKID273380,12.9709454,77.7122808,"ITPL Main Road, Sterling Brook Side Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL215979,LGV,,"[""WRONG PARKING""]",[112],2024-01-29 21:46:46+00,,2024-01-29 21:53:25.616849+00,FKDEV00333,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID180780,13.0081456,77.6954269,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL148962,SCOOTER,,"[""NO PARKING""]",[113],2023-11-22 21:10:46+00,,2023-11-22 21:12:44.390847+00,FKDEV00008,FKUSR00008,15.0,K.R. Pura,True,No Junction,,,FKN00GL148962,SCOOTER,approved,2023-11-25 23:26:45.97+00
FKID204323,13.0035323,77.6628661,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",FKN00GL121373,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-25 04:25:46+00,,2023-11-25 22:29:06.916639+00,FKDEV00974,FKUSR00934,34.0,Banaswadi,True,No Junction,,,FKN00GL121373,MOTOR CYCLE,rejected,2023-11-27 00:14:52.327+00
FKID297380,13.0224417,77.5846715,"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",FKN00GL232348,CAR,,"[""WRONG PARKING""]",[112],2023-11-25 05:22:46+00,,2023-11-25 05:52:50.984979+00,FKDEV00473,FKUSR00467,21.0,R.T. Nagar,True,No Junction,,,FKN00GL232348,CAR,approved,2023-11-26 00:34:30.376+00
FKID000677,12.9641329,77.5767094,"Mysore Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0670,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-27 18:52:46+00,,2024-03-27 18:54:09.591777+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-14 00:00:03.197717+00,,,,
FKID218384,12.9770816,77.5768697,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL177186,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-02 05:04:46+00,,2024-01-02 06:03:16.288486+00,FKDEV00300,FKUSR00299,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL177186,SCOOTER,approved,2024-01-02 22:28:01.463+00
FKID156237,12.9822265,77.6105547,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL129870,SCOOTER,,"[""NO PARKING""]",[113],2023-11-13 06:36:46+00,,2023-11-13 08:24:29.88021+00,FKDEV00224,FKUSR00224,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL129870,SCOOTER,approved,2023-11-16 01:12:11.75+00
FKID227277,12.9204432,77.6652927,"Sarjapura Main Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL183500,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-05 07:52:46+00,,2024-01-05 21:24:58.873829+00,FKDEV00629,FKUSR00610,82.0,Bellandur,True,No Junction,,,FKN00GL183500,MOTOR CYCLE,created1,2024-01-08 02:29:25.031+00
FKID231699,12.9821553,77.6069767,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL186747,CAR,,"[""NO PARKING""]",[113],2023-12-26 05:41:46+00,,2024-01-04 04:57:49.687139+00,FKDEV00634,FKUSR00615,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL186747,CAR,approved,2024-01-05 03:42:08.395+00
FKID040166,13.000538073346863,77.67682194453351,"MBT Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL36298,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-02-13 19:49:46+00,,2024-02-13 19:50:28.167586+00,FKDEV00031,FKUSR00031,34.0,Banaswadi,False,No Junction,,,,,,
FKID248191,12.9583882,77.575305,"Fort F Street, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL198428,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-16 22:48:46+00,,2024-01-16 23:00:45.873074+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP104 - Medical College Circle,,,FKN00GL198428,MOTOR CYCLE,approved,2024-01-20 04:42:16.51+00
FKID199410,13.0353786,77.5890551,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL163008,SCOOTER,,"[""NO PARKING""]",[113],2023-12-23 07:04:46+00,,2023-12-23 07:28:13.273923+00,FKDEV00430,FKUSR00424,18.0,Hebbala,True,No Junction,,,FKN00GL163008,SCOOTER,rejected,2023-12-23 20:06:41.628+00
FKID292053,13.005967,77.6861171,"South Avenue, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL228723,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-13 01:57:46+00,,2024-03-13 04:07:51.159951+00,FKDEV00025,FKUSR00025,15.0,K.R. Pura,True,No Junction,,2024-03-30 18:25:06.498814+00,FKN00GL228723,SCOOTER,approved,2024-04-05 02:50:17.98+00
FKID179497,12.9727742,77.5789946,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL148004,SCOOTER,,"[""NO PARKING""]",[113],2023-12-12 05:14:46+00,,2023-12-12 05:16:54.426288+00,FKDEV00128,FKUSR00128,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL148004,SCOOTER,rejected,2023-12-12 20:41:45.196+00
FKID122162,12.9982822,77.5533507,"5th Cross Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL102167,CAR,,"[""WRONG PARKING""]",[112],2023-11-21 01:39:46+00,,2023-11-21 01:53:30.459964+00,FKDEV00341,FKUSR00339,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID037205,13.012498,77.5535115,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL33779,CAR,,"[""WRONG PARKING""]",[112],2024-03-31 07:06:46+00,,2024-03-31 22:13:46.61905+00,FKDEV00023,FKUSR00023,19.0,Malleshwaram,True,No Junction,,2024-04-19 01:08:49.932354+00,,,,
FKID120192,12.9817484,77.6094893,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL100541,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-22 02:46:46+00,,2024-01-22 02:56:31.22657+00,FKDEV00140,FKUSR00140,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-12 23:04:36.329312+00,FKN00GL100541,SCOOTER,rejected,2024-04-13 05:13:11.552+00
FKID059271,13.0038526,77.569251,"Siddavanahalli Krishna Sharma Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL52316,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-02-21 02:59:46+00,,2024-02-21 03:33:16.841396+00,FKDEV00138,FKUSR00635,19.0,Malleshwaram,False,No Junction,,,,,,
FKID109743,12.9089117,77.638055,"14th Main Road, Dr BR Ambedkar Layout, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL92432,CAR,,"[""WRONG PARKING""]",[112],2024-03-02 05:43:46+00,,2024-03-02 05:57:02.505934+00,FKDEV00701,FKUSR00675,45.0,HSR Layout,False,No Junction,,,,,,
FKID125742,13.0687391,77.6264598,"80 Feet Road, Shirdi Sai Rathan Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL105062,SCOOTER,,"[""NO PARKING""]",[113],2023-12-27 23:45:46+00,,2023-12-28 05:58:50.109871+00,FKDEV00282,FKUSR00281,81.0,Hennuru,False,No Junction,,,,,,
FKID156275,12.9771794,77.5764442,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL97619,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-23 01:28:46+00,,2023-11-23 01:56:44.795393+00,FKDEV01040,FKUSR00996,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL97619,MOTOR CYCLE,approved,2023-11-24 05:52:51.801+00
FKID212391,12.8910123,77.5818424,"Kothanur Main Road, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL172672,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-27 06:17:46+00,,2023-12-27 06:25:41.029578+00,FKDEV00948,FKUSR00909,83.0,Thalagattapura,True,No Junction,,,FKN00GL172672,SCOOTER,approved,2023-12-29 01:45:03.228+00
FKID215300,12.9645362,77.576543,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL8811,SCOOTER,,"[""NO PARKING""]",[113],2023-12-30 02:40:46+00,,2023-12-30 05:10:20.389753+00,FKDEV00591,FKUSR00575,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL8811,SCOOTER,approved,2023-12-30 22:06:34.489+00
FKID003797,12.977535,77.575596,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL3755,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-28 01:40:46+00,,2024-03-28 02:05:46.791954+00,FKDEV00349,FKUSR00346,3.0,Upparpet,True,BTP040 - Elite Junction,,2024-04-14 21:11:54.414253+00,,,,
FKID217623,12.9768137,77.5791006,"Y Ramachandra Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL176611,CAR,,"[""WRONG PARKING""]",[112],2024-01-01 04:01:46+00,,2024-01-01 05:53:22.255644+00,FKDEV00172,FKUSR00172,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL176611,CAR,approved,2024-01-01 19:47:20.709+00
FKID240217,13.063729,77.5888012,"20th Main Road, Block F, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL192644,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-10 20:59:46+00,,2024-01-10 21:42:08.170941+00,FKDEV00494,FKUSR00485,,Kodigehalli,True,No Junction,,,,,,
FKID131499,12.9335983,77.691005,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL20708,SCOOTER,,"[""NO PARKING""]",[113],2023-11-29 22:26:46+00,,2023-11-29 22:31:00.559956+00,FKDEV01420,FKUSR01349,13.0,HAL Old Airport,True,No Junction,,,FKN00GL20708,PASSENGER AUTO,approved,2023-12-01 06:19:10.588+00
FKID296597,12.9842514,77.5488863,"Pramukh Swami Maharaj Road, Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL109739,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 06:50:46+00,,2023-11-30 06:56:07.66866+00,FKDEV00178,FKUSR00178,29.0,Magadi Road,True,"BTP024 - NPS, Vijayanagar",,,FKN00GL109739,SCOOTER,rejected,2023-11-30 22:27:45.139+00
FKID127088,12.9296307,77.6832242,"Delice, Service Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",FKN00GL106119,CAR,,"[""NO PARKING""]",[113],2024-01-09 04:43:46+00,,2024-01-09 22:43:28.910291+00,FKDEV02448,FKUSR00773,13.0,HAL Old Airport,False,No Junction,,,,,,
FKID136915,12.9773668,77.5773275,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL73104,CAR,,"[""WRONG PARKING""]",[112],2023-12-19 20:38:46+00,,2023-12-19 20:40:34.60206+00,FKDEV00559,FKUSR00547,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID008807,13.18377,77.6795191,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL8351,CAR,,"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""NO PARKING""]","[107,109,113]",2024-02-03 08:53:46+00,,2024-02-03 09:00:41.188065+00,FKDEV00346,FKUSR00343,40.0,Chikkajala,True,No Junction,,,,,,
FKID189473,12.9678919,77.5746109,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL155503,SCOOTER,,"[""WRONG PARKING"",""DOUBLE PARKING""]","[112,109]",2023-11-25 07:56:46+00,,2023-11-25 07:58:24.566976+00,FKDEV02033,FKUSR00145,27.0,Chamarajpet,True,"BTP083 - AS Char Street, Mysore Road",,,FKN00GL155503,SCOOTER,approved,2023-11-25 20:10:39.049+00
FKID003695,12.9116567,77.5786583,"Ayodhya Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL3658,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:34:46+00,,2024-02-01 05:50:06.665738+00,FKDEV00451,FKUSR00445,88.0,J.P. Nagar,True,BTP196 - Sarakki Main Road,,,FKN00GL3658,SCOOTER,approved,2024-02-01 20:57:18.98+00
FKID249440,12.9915112,77.5884653,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL23218,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-17 03:57:46+00,,2024-01-17 04:39:08.466258+00,FKDEV02375,FKUSR02160,11.0,High ground,True,BTP032 - Windsor Circle,,,FKN00GL23218,MOTOR CYCLE,approved,2024-01-17 22:40:14.055+00
FKID214286,12.9659791,77.5737909,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL174111,CAR,,"[""WRONG PARKING""]",[112],2023-12-30 21:18:46+00,,2023-12-30 21:38:45.510542+00,FKDEV00474,FKUSR00101,28.0,City Market,True,"BTP083 - AS Char Street, Mysore Road",,,FKN00GL174111,CAR,approved,2024-01-02 00:27:42.226+00
FKID159558,13.0345432,77.5568902,"JP Park Link Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",FKN00GL132433,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-16 22:28:46+00,,2023-11-16 22:40:56.386802+00,FKDEV00352,FKUSR00348,22.0,Yeshwanthpura,True,No Junction,,,FKN00GL132433,SCOOTER,approved,2023-11-19 05:38:46.614+00
FKID069799,12.9715161,77.6580798,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL60796,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-25 00:33:46+00,,2024-02-25 00:45:06.408865+00,FKDEV00499,FKUSR00490,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID206351,12.9774303,77.5772746,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL168294,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-26 04:43:46+00,,2023-11-26 04:48:32.206099+00,FKDEV00262,FKUSR00261,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL168294,SCOOTER,approved,2023-11-27 23:45:17.57+00
FKID102007,12.9991878,77.5694113,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL86820,CAR,,"[""WRONG PARKING""]",[112],2024-03-11 05:14:46+00,,2024-03-11 05:41:37.934898+00,FKDEV00138,FKUSR00138,19.0,Malleshwaram,True,No Junction,,2024-03-28 15:02:25.567279+00,FKN00GL86820,CAR,approved,2024-04-03 05:38:36.973+00
FKID254659,12.9736485,77.5444805,"3rd Cross Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL170050,SCOOTER,,"[""NO PARKING""]",[113],2024-01-18 22:29:46+00,,2024-01-19 20:43:33.728633+00,FKDEV01149,FKUSR01097,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL170050,SCOOTER,approved,2024-01-19 22:49:46.056+00
FKID013847,13.0054646,77.56871,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL13026,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-04 21:52:46+00,,2024-02-04 22:14:24.687507+00,FKDEV00667,FKUSR00645,19.0,Malleshwaram,True,No Junction,,,,,,
FKID239406,12.9660772,77.573717,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL182174,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-01-12 03:24:46+00,,2024-01-12 03:27:23.983251+00,FKDEV00071,FKUSR00071,27.0,Chamarajpet,True,"BTP083 - AS Char Street, Mysore Road",,,FKN00GL182174,PASSENGER AUTO,approved,2024-01-13 01:20:18.395+00
FKID072506,12.9485182,77.6995804,"Outer Ring Road, Vinayaka Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL62948,CAR,,"[""NO PARKING""]",[113],2024-02-26 02:37:46+00,,2024-02-26 04:16:54.303829+00,FKDEV00653,FKUSR00626,13.0,HAL Old Airport,False,No Junction,,,,,,
FKID108849,12.9873464,77.5801717,"Kumar Krupa Road, Dr Hardikar Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL91784,CAR,,"[""NO PARKING""]",[113],2024-03-17 02:24:46+00,,2024-03-17 02:39:40.344099+00,FKDEV02421,FKUSR02196,11.0,High ground,False,BTP054 - Shivananda Circle,,,,,,
FKID164235,12.9737597,77.5793295,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL135937,SCOOTER,,"[""NO PARKING""]",[113],2023-11-18 05:55:46+00,,2023-11-18 05:57:35.671758+00,FKDEV00128,FKUSR00128,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL135937,SCOOTER,approved,2023-11-18 23:05:46.44+00
FKID258315,12.9813827,77.6088803,"Dispensary Road, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",FKN00GL205403,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-01-22 04:50:46+00,,2024-01-22 06:50:56.297844+00,FKDEV00658,FKUSR01236,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID070945,12.955239,77.5799155,"Kondajji Basappa Road, Minerva Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL61770,CAR,,"[""WRONG PARKING""]",[112],2024-02-25 07:22:46+00,,2024-02-25 07:24:21.863314+00,FKDEV00773,FKUSR00743,28.0,City Market,False,BTP119 - Minerva Circle,,,,,,
FKID170607,12.9790464,77.5795087,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL140976,CAR,,"[""NO PARKING""]",[113],2023-12-09 02:52:46+00,,2023-12-09 03:05:36.892514+00,FKDEV00193,FKUSR00193,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL140976,SCOOTER,approved,2023-12-10 00:50:39.467+00
FKID037083,12.9757278,77.5525826,"80 Feet Ring Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL33670,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-01 00:24:46+00,,2024-04-01 00:26:10.368876+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,True,BTP071 - Prasanna Junction,,2024-04-18 22:05:42.783093+00,,,,
FKID037155,13.01626,77.5308833,,FKN00GL33735,CAR,,"[""NO PARKING""]",[113],2024-02-09 21:00:46+00,,2024-02-11 23:10:19.408948+00,FKDEV00087,FKUSR00087,6.0,Rajajinagar,True,No Junction,,,FKN00GL33735,CAR,rejected,2024-02-12 21:55:02.165+00
FKID219792,13.0248327,77.5467638,"Mumbai Bengaluru Highway, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL178161,LGV,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-12-30 22:07:46+00,,2023-12-30 22:09:16.139532+00,FKDEV00576,FKUSR00562,22.0,Yeshwanthpura,True,No Junction,,,FKN00GL178161,LGV,approved,2024-01-01 23:44:00.609+00
FKID039950,12.9160841,77.6516891,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL36169,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-12 03:50:46+00,,2024-02-13 07:34:44.850058+00,FKDEV00019,FKUSR00019,45.0,HSR Layout,True,No Junction,,,,,,
FKID027477,13.0090857,77.5264762,"50 Feet Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL25293,SCOOTER,,"[""NO PARKING""]",[113],2024-02-05 09:07:46+00,,2024-02-05 09:10:09.689566+00,FKDEV00087,FKUSR00087,6.0,Rajajinagar,True,No Junction,,,,,,
FKID079269,12.9819426,77.607419,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL68554,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-29 03:08:46+00,,2024-02-29 03:18:53.300239+00,FKDEV00012,FKUSR00012,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,,,,
FKID200354,13.0353829,77.5889956,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL163730,SCOOTER,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-12-23 23:01:46+00,,2023-12-23 23:02:27.498586+00,FKDEV00112,FKUSR00113,,Kodigehalli,True,No Junction,,,FKN00GL163730,SCOOTER,approved,2023-12-26 00:40:42.507+00
FKID093317,13.0814717,77.5482533,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",FKN00GL79788,SCOOTER,,"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""NO PARKING""]","[108,104,112,113]",2024-03-06 21:28:46+00,,2024-03-06 22:13:10.253019+00,FKDEV01443,FKUSR01528,36.0,Yelahanka,True,No Junction,,2024-03-23 19:34:23.917979+00,,,,
FKID186561,12.9360567,77.6155729,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",FKN00GL153302,SCOOTER,,"[""NO PARKING""]",[113],2024-03-06 03:52:46+00,,2024-03-06 04:10:09.449133+00,FKDEV02181,FKUSR02003,5.0,Adugodi,True,BTP135 - UCO Bank Junction,,2024-03-22 23:08:31.559571+00,,,,
FKID052413,13.0004744,77.677381,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL46682,CAR,,"[""NO PARKING""]",[113],2024-02-12 19:46:46+00,,2024-02-12 20:04:51.735261+00,FKDEV00288,FKUSR00287,84.0,Mahadevapura,True,No Junction,,,,,,
FKID095004,12.9835573,77.5595729,"Old Mysore Road, Golden Heights, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL81128,CAR,,"[""WRONG PARKING""]",[112],2024-02-24 05:59:46+00,,2024-02-24 06:32:10.163121+00,FKDEV00805,FKUSR00774,6.0,Rajajinagar,True,BTP010 - Rajajinagar Entrance,,,,,,
FKID031216,12.9861172,77.5809645,"North Park Road, Sri Katan Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL28502,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-30 04:27:46+00,,2024-03-31 03:07:14.334991+00,FKDEV01108,FKUSR01057,11.0,High ground,True,BTP054 - Shivananda Circle,,2024-04-18 17:14:26.554829+00,,,,
FKID182252,12.9632954,77.5765215,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL150028,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-23 17:59:46+00,,2023-11-23 18:01:04.987113+00,FKDEV00319,FKUSR00318,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL150028,PASSENGER AUTO,rejected,2023-11-23 19:16:36.349+00
FKID121341,12.9778457,77.5772713,"5th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL101499,CAR,,"[""WRONG PARKING"",""PARKING ON FOOTPATH""]","[112,105]",2024-03-24 20:20:46+00,,2024-03-24 22:18:06.189205+00,FKDEV00787,FKUSR00755,3.0,Upparpet,True,BTP058 - Subbanna Junction,,2024-04-11 16:36:56.393967+00,,,,
FKID042777,12.9126175,77.6352632,"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL38522,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-14 23:27:46+00,,2024-02-14 23:29:31.998746+00,FKDEV00118,FKUSR00119,45.0,HSR Layout,True,No Junction,,,,,,
FKID068424,12.9744096,77.5455251,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL23238,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-18 22:55:46+00,,2024-02-18 22:56:45.643019+00,FKDEV00399,FKUSR00395,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,,,,
FKID266592,12.9332735,77.6911335,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL128217,SCOOTER,,"[""NO PARKING""]",[113],2024-01-16 01:04:46+00,,2024-01-16 01:07:27.011121+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,,FKN00GL128217,SCOOTER,rejected,2024-01-19 06:03:13.287+00
